STATIONID,NAME,RIVERNAME,DISTRICT,STATION,DATE,TIME,DateTime,LEVEL(m),CUMMRF,DAILYRF,NormalLevel,AlertLevel,WarningLevel,DangerLevel,Level,GEOCODE,Day,Month,CUMMRF1
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/10/2021,7:15 PM,6/10/2021 19:15,50.12,530,6,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",10,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/10/2021,7:30 PM,6/10/2021 19:30,50.14,530,6,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",10,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/10/2021,7:45 PM,6/10/2021 19:45,50.12,530,6,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",10,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/10/2021,8:15 PM,6/10/2021 20:15,50.12,530,6,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",10,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/10/2021,8:30 PM,6/10/2021 20:30,50.14,530,6,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",10,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/10/2021,8:45 PM,6/10/2021 20:45,50.14,530,6,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",10,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/10/2021,9:00 PM,6/10/2021 21:00,50.14,530,6,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",10,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/10/2021,9:15 PM,6/10/2021 21:15,50.14,530,6,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",10,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/10/2021,9:30 PM,6/10/2021 21:30,50.14,530,6,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",10,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/10/2021,9:45 PM,6/10/2021 21:45,50.14,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",10,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/10/2021,10:00 PM,6/10/2021 22:00,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",10,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/10/2021,10:15 PM,6/10/2021 22:15,50.14,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",10,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/10/2021,10:30 PM,6/10/2021 22:30,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",10,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/10/2021,10:45 PM,6/10/2021 22:45,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",10,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/10/2021,11:00 PM,6/10/2021 23:00,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",10,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/10/2021,11:15 PM,6/10/2021 23:15,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",10,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/10/2021,11:30 PM,6/10/2021 23:30,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",10,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/10/2021,11:45 PM,6/10/2021 23:45,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",10,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,12:00 AM,6/11/2021 0:00,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,12:15 AM,6/11/2021 0:15,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,12:30 AM,6/11/2021 0:30,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,12:45 AM,6/11/2021 0:45,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,1:00 AM,6/11/2021 1:00,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,1:15 AM,6/11/2021 1:15,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,1:30 AM,6/11/2021 1:30,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,1:45 AM,6/11/2021 1:45,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,2:00 AM,6/11/2021 2:00,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,2:15 AM,6/11/2021 2:15,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,2:30 AM,6/11/2021 2:30,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,2:45 AM,6/11/2021 2:45,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,3:00 AM,6/11/2021 3:00,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,3:15 AM,6/11/2021 3:15,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,3:30 AM,6/11/2021 3:30,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,3:45 AM,6/11/2021 3:45,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,4:00 AM,6/11/2021 4:00,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,4:15 AM,6/11/2021 4:15,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,4:30 AM,6/11/2021 4:30,50.11,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,4:45 AM,6/11/2021 4:45,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,5:00 AM,6/11/2021 5:00,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,5:15 AM,6/11/2021 5:15,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,5:30 AM,6/11/2021 5:30,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,5:45 AM,6/11/2021 5:45,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,6:00 AM,6/11/2021 6:00,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,6:15 AM,6/11/2021 6:15,50.11,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,6:45 AM,6/11/2021 6:45,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,7:00 AM,6/11/2021 7:00,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,7:15 AM,6/11/2021 7:15,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,7:45 AM,6/11/2021 7:45,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,8:00 AM,6/11/2021 8:00,50.11,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,8:15 AM,6/11/2021 8:15,50.11,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,8:45 AM,6/11/2021 8:45,50.11,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,9:00 AM,6/11/2021 9:00,50.11,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,9:15 AM,6/11/2021 9:15,50.11,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,9:30 AM,6/11/2021 9:30,50.11,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,9:45 AM,6/11/2021 9:45,50.11,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,10:00 AM,6/11/2021 10:00,50.11,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,10:15 AM,6/11/2021 10:15,50.11,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,10:30 AM,6/11/2021 10:30,50.1,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,10:45 AM,6/11/2021 10:45,50.1,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,11:00 AM,6/11/2021 11:00,50.1,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,11:15 AM,6/11/2021 11:15,50.1,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,11:30 AM,6/11/2021 11:30,50.08,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,11:45 AM,6/11/2021 11:45,50.08,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,12:00 PM,6/11/2021 12:00,50.1,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,12:15 PM,6/11/2021 12:15,50.08,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,12:30 PM,6/11/2021 12:30,50.08,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,12:45 PM,6/11/2021 12:45,50.08,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,1:15 PM,6/11/2021 13:15,50.08,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,1:30 PM,6/11/2021 13:30,50.08,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,1:45 PM,6/11/2021 13:45,50.08,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,2:00 PM,6/11/2021 14:00,50.08,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,2:15 PM,6/11/2021 14:15,50.08,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,2:30 PM,6/11/2021 14:30,50.07,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,2:45 PM,6/11/2021 14:45,50.08,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,3:00 PM,6/11/2021 15:00,50.08,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,3:15 PM,6/11/2021 15:15,50.1,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,3:30 PM,6/11/2021 15:30,50.1,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,3:45 PM,6/11/2021 15:45,50.1,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,4:00 PM,6/11/2021 16:00,50.1,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,4:15 PM,6/11/2021 16:15,50.1,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,4:30 PM,6/11/2021 16:30,50.1,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,4:45 PM,6/11/2021 16:45,50.1,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,5:00 PM,6/11/2021 17:00,50.1,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,5:15 PM,6/11/2021 17:15,50.08,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,5:30 PM,6/11/2021 17:30,50.1,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,5:45 PM,6/11/2021 17:45,50.1,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,6:00 PM,6/11/2021 18:00,50.1,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,6:15 PM,6/11/2021 18:15,50.1,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,6:30 PM,6/11/2021 18:30,50.08,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,6:45 PM,6/11/2021 18:45,50.1,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,7:00 PM,6/11/2021 19:00,50.1,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,7:15 PM,6/11/2021 19:15,50.1,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,7:45 PM,6/11/2021 19:45,50.11,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,8:00 PM,6/11/2021 20:00,50.11,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,8:15 PM,6/11/2021 20:15,50.11,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,8:45 PM,6/11/2021 20:45,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,9:00 PM,6/11/2021 21:00,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,9:15 PM,6/11/2021 21:15,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,9:45 PM,6/11/2021 21:45,50.11,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,10:00 PM,6/11/2021 22:00,50.11,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,10:15 PM,6/11/2021 22:15,50.11,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,10:45 PM,6/11/2021 22:45,50.11,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,11:00 PM,6/11/2021 23:00,50.11,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,11:15 PM,6/11/2021 23:15,50.11,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/11/2021,11:45 PM,6/11/2021 23:45,50.11,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",11,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/12/2021,12:00 AM,6/12/2021 0:00,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",12,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/12/2021,12:15 AM,6/12/2021 0:15,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",12,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/12/2021,12:30 AM,6/12/2021 0:30,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",12,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/12/2021,12:45 AM,6/12/2021 0:45,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",12,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/12/2021,1:00 AM,6/12/2021 1:00,50.11,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",12,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/12/2021,1:15 AM,6/12/2021 1:15,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",12,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/12/2021,1:30 AM,6/12/2021 1:30,50.11,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",12,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/12/2021,1:45 AM,6/12/2021 1:45,50.11,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",12,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/12/2021,2:00 AM,6/12/2021 2:00,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",12,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/12/2021,2:15 AM,6/12/2021 2:15,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",12,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/12/2021,2:30 AM,6/12/2021 2:30,50.11,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",12,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/12/2021,2:45 AM,6/12/2021 2:45,50.11,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",12,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/12/2021,3:00 AM,6/12/2021 3:00,50.12,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",12,6,
3516424,Sg Selangor di Ampang Pecah,Sg Selangor,Hulu Selangor,Ampang Pecah,6/12/2021,3:15 AM,6/12/2021 3:15,50.11,530,7,50.1,51.3,51.48,51.9,Normal,"3.544156,101.65546",12,6,
